agency_cd	site_no	datetime	61181_00065_00003	61181_00065_00003_cd
USGS	07374525	2010-08-23	9.90	A
USGS	07374525	2010-08-24	9.88	A
USGS	07374525	2010-08-25	9.98	A
USGS	07374525	2010-08-26	10.00	A
USGS	07374525	2010-08-27	10.19	A
USGS	07374525	2010-08-28	10.37	A
USGS	07374525	2010-08-29	10.46	A
USGS	07374525	2010-08-30	10.53	A
USGS	07374525	2010-08-31	10.62	A
USGS	07374525	2010-09-01	10.71	A
USGS	07374525	2010-09-02	10.63	A
USGS	07374525	2010-09-03	10.28	A
USGS	07374525	2010-09-04	10.10	A
USGS	07374525	2010-09-05	9.98	A
USGS	07374525	2010-09-06	9.93	A
USGS	07374525	2010-09-07	9.72	A
USGS	07374525	2010-09-08	9.52	A
USGS	07374525	2010-09-09	9.40	A
USGS	07374525	2010-09-10	9.24	A
USGS	07374525	2010-09-11	8.99	A
USGS	07374525	2010-09-12	8.80	A
USGS	07374525	2010-09-13	8.93	A
USGS	07374525	2010-09-14	9.09	A
USGS	07374525	2010-09-15	9.30	A
USGS	07374525	2010-09-16	9.48	A
USGS	07374525	2010-09-17	9.50	A
USGS	07374525	2010-09-18	9.41	A
USGS	07374525	2010-09-19	9.27	A
USGS	07374525	2010-09-20	9.21	A
USGS	07374525	2010-09-21	9.19	A
USGS	07374525	2010-09-22	9.22	A
USGS	07374525	2010-09-23	9.44	A
USGS	07374525	2010-09-24	9.30	A
USGS	07374525	2010-09-25	9.22	A
USGS	07374525	2010-09-26	9.26	A
USGS	07374525	2010-09-27	9.17	A
USGS	07374525	2010-09-28	9.14	A
USGS	07374525	2010-09-29	9.21	A
USGS	07374525	2010-09-30	9.08	A
USGS	07374525	2010-10-01	8.87	A
USGS	07374525	2010-10-02	8.91	A
USGS	07374525	2010-10-03	8.91	A
USGS	07374525	2010-10-04	9.08	A
USGS	07374525	2010-10-05	9.02	A
USGS	07374525	2010-10-06	9.01	A
USGS	07374525	2010-10-07	8.96	A
USGS	07374525	2010-10-08	8.95	A
USGS	07374525	2010-10-09	9.03	A
USGS	07374525	2010-10-10	9.12	A
USGS	07374525	2010-10-11	9.09	A
USGS	07374525	2010-10-12	8.98	A
USGS	07374525	2010-10-13	8.85	A
USGS	07374525	2010-10-14	8.60	A
USGS	07374525	2010-10-15	8.57	A
USGS	07374525	2010-10-16	8.38	A
USGS	07374525	2010-10-17	8.37	A
USGS	07374525	2010-10-18	8.48	A
USGS	07374525	2010-10-19	8.61	A
USGS	07374525	2010-10-20	8.53	A
USGS	07374525	2010-10-21	8.54	A
USGS	07374525	2010-10-22	8.49	A
USGS	07374525	2010-10-23	8.54	A
USGS	07374525	2010-10-24	8.72	A
USGS	07374525	2010-10-25	8.78	A
USGS	07374525	2010-10-26	8.89	A
USGS	07374525	2010-10-27	8.69	A
USGS	07374525	2010-10-28	8.41	A
USGS	07374525	2010-10-29	8.52	A
USGS	07374525	2010-10-30	8.34	A
USGS	07374525	2010-10-31	8.28	A
USGS	07374525	2010-11-01	8.17	A
USGS	07374525	2010-11-02	8.09	A
USGS	07374525	2010-11-03	8.34	A
USGS	07374525	2010-11-04	8.55	A
USGS	07374525	2010-11-05	8.04	A
USGS	07374525	2010-11-06	7.58	A
USGS	07374525	2010-11-07	7.55	A
USGS	07374525	2010-11-08	7.63	A
USGS	07374525	2010-11-09	7.72	A
USGS	07374525	2010-11-10	7.78	A
USGS	07374525	2010-11-11	7.76	A
USGS	07374525	2010-11-12	7.92	A
USGS	07374525	2010-11-13	7.96	A
USGS	07374525	2010-11-14	8.08	A
USGS	07374525	2010-11-15	8.43	A
USGS	07374525	2010-11-16	8.48	A
USGS	07374525	2010-11-17	8.34	A
USGS	07374525	2010-11-18	8.06	A
USGS	07374525	2010-11-19	8.14	A
USGS	07374525	2010-11-20	8.18	A
USGS	07374525	2010-11-21	8.24	A
USGS	07374525	2010-11-22	8.40	A
USGS	07374525	2010-11-23	8.27	A
USGS	07374525	2010-11-24	8.24	A
USGS	07374525	2010-11-25	8.50	A
USGS	07374525	2010-11-26	8.33	A
USGS	07374525	2010-11-27	8.43	A
USGS	07374525	2010-11-28	8.31	A
USGS	07374525	2010-11-29	8.57	A
USGS	07374525	2010-11-30	8.49	A
USGS	07374525	2010-12-01	7.98	A
USGS	07374525	2010-12-02	7.93	A
USGS	07374525	2010-12-03	7.92	A
USGS	07374525	2010-12-04	8.20	A
USGS	07374525	2010-12-05	8.26	A
USGS	07374525	2010-12-06	8.42	A
USGS	07374525	2010-12-07	8.46	A
USGS	07374525	2010-12-08	8.60	A
USGS	07374525	2010-12-09	8.89	A
USGS	07374525	2010-12-10	9.08	A
USGS	07374525	2010-12-11	9.43	A
USGS	07374525	2010-12-12	9.36	A
USGS	07374525	2010-12-13	9.00	A
USGS	07374525	2010-12-14	9.18	A
USGS	07374525	2010-12-15	9.33	A
USGS	07374525	2010-12-16	9.51	A
USGS	07374525	2010-12-17	9.28	A
USGS	07374525	2010-12-18	9.15	A
USGS	07374525	2010-12-19	8.88	A
USGS	07374525	2010-12-20	8.68	A
USGS	07374525	2010-12-21	8.47	A
USGS	07374525	2010-12-22	8.25	A
USGS	07374525	2010-12-23	8.08	A
USGS	07374525	2010-12-24	8.13	A
USGS	07374525	2010-12-25	8.21	A
USGS	07374525	2010-12-26	7.80	A
USGS	07374525	2010-12-27	7.65	A
USGS	07374525	2010-12-28	7.62	A
USGS	07374525	2010-12-29	7.84	A
USGS	07374525	2010-12-30	8.32	A
USGS	07374525	2010-12-31	8.40	A
USGS	07374525	2011-01-01	8.37	A
USGS	07374525	2011-01-02	8.08	A
USGS	07374525	2011-01-03	8.04	A
USGS	07374525	2011-01-04	7.97	A
USGS	07374525	2011-01-05	7.96	A
USGS	07374525	2011-01-06	7.87	A
USGS	07374525	2011-01-07	7.76	A
USGS	07374525	2011-01-08	7.61	A
USGS	07374525	2011-01-09	8.28	A
USGS	07374525	2011-01-10	8.33	A
USGS	07374525	2011-01-11	7.93	A
USGS	07374525	2011-01-12	7.76	A
USGS	07374525	2011-01-13	7.93	A
USGS	07374525	2011-01-14	8.19	A
USGS	07374525	2011-01-15	8.49	A
USGS	07374525	2011-01-16	8.71	A
USGS	07374525	2011-01-17	8.88	A
USGS	07374525	2011-01-18	8.97	A
USGS	07374525	2011-01-19	8.72	A
USGS	07374525	2011-01-20	8.62	A
USGS	07374525	2011-01-21	8.37	A
USGS	07374525	2011-01-22	8.24	A
USGS	07374525	2011-01-23	7.91	A
USGS	07374525	2011-01-24	8.00	A
USGS	07374525	2011-01-25	8.10	A
USGS	07374525	2011-01-26	7.71	A
USGS	07374525	2011-01-27	7.54	A
USGS	07374525	2011-01-28	7.60	A
USGS	07374525	2011-01-29	7.56	A
USGS	07374525	2011-01-30	7.61	A
USGS	07374525	2011-01-31	7.76	A
USGS	07374525	2011-02-01	8.14	A
USGS	07374525	2011-02-02	7.76	A
USGS	07374525	2011-02-03	7.84	A
USGS	07374525	2011-02-04	8.04	A
USGS	07374525	2011-02-05	7.75	A
USGS	07374525	2011-02-06	7.76	A
USGS	07374525	2011-02-07	7.85	A
USGS	07374525	2011-02-08	7.67	A
USGS	07374525	2011-02-09	7.80	A
USGS	07374525	2011-02-10	7.95	A
USGS	07374525	2011-02-11	7.85	A
USGS	07374525	2011-02-12	7.86	A
USGS	07374525	2011-02-13	7.87	A
USGS	07374525	2011-02-14	8.18	A
USGS	07374525	2011-02-15	8.37	A
USGS	07374525	2011-02-16	8.44	A
USGS	07374525	2011-02-17	8.50	A
USGS	07374525	2011-02-18	8.45	A
USGS	07374525	2011-02-19	8.19	A
USGS	07374525	2011-02-20	8.27	A
USGS	07374525	2011-02-21	8.27	A
USGS	07374525	2011-02-22	8.07	A
USGS	07374525	2011-02-23	7.92	A
USGS	07374525	2011-02-24	8.00	A
USGS	07374525	2011-02-25	8.01	A
USGS	07374525	2011-02-26	7.89	A
USGS	07374525	2011-02-27	8.20	A
USGS	07374525	2011-02-28	8.73	A
USGS	07374525	2011-03-01	8.80	A
USGS	07374525	2011-03-02	9.54	A
USGS	07374525	2011-03-03	10.26	A
USGS	07374525	2011-03-04	10.90	A
USGS	07374525	2011-03-05	11.44	A
USGS	07374525	2011-03-06	11.51	A
USGS	07374525	2011-03-07	11.82	A
USGS	07374525	2011-03-08	12.31	A
USGS	07374525	2011-03-09	12.66	A
USGS	07374525	2011-03-10	12.96	A
USGS	07374525	2011-03-11	13.41	A
USGS	07374525	2011-03-12	13.59	A
USGS	07374525	2011-03-13	13.86	A
USGS	07374525	2011-03-14	14.12	A
USGS	07374525	2011-03-15	14.27	A
USGS	07374525	2011-03-16	14.51	A
USGS	07374525	2011-03-17	14.58	A
USGS	07374525	2011-03-18	14.75	A
USGS	07374525	2011-03-19	14.82	A
USGS	07374525	2011-03-20	14.91	A
USGS	07374525	2011-03-21	14.96	A
USGS	07374525	2011-03-22	15.02	A
USGS	07374525	2011-03-23	15.11	A
USGS	07374525	2011-03-24	15.09	A
USGS	07374525	2011-03-25	15.22	A
USGS	07374525	2011-03-26	15.32	A
USGS	07374525	2011-03-27	15.36	A
USGS	07374525	2011-03-28	15.39	A
USGS	07374525	2011-03-29	15.63	A
USGS	07374525	2011-03-30		
USGS	07374525	2011-03-31		
USGS	07374525	2011-04-01	15.89	A
USGS	07374525	2011-04-02	15.83	A
USGS	07374525	2011-04-03	15.85	A
USGS	07374525	2011-04-04	15.92	A
USGS	07374525	2011-04-05	15.76	A
USGS	07374525	2011-04-06	15.76	A
USGS	07374525	2011-04-07	15.64	A
USGS	07374525	2011-04-08	15.58	A
USGS	07374525	2011-04-09	15.48	A
USGS	07374525	2011-04-10	15.32	A
USGS	07374525	2011-04-11	15.14	A
USGS	07374525	2011-04-12	14.82	A
USGS	07374525	2011-04-13	14.64	A
USGS	07374525	2011-04-14	14.49	A
USGS	07374525	2011-04-15	14.53	A
USGS	07374525	2011-04-16	14.16	A
USGS	07374525	2011-04-17	14.12	A
USGS	07374525	2011-04-18	14.17	A
USGS	07374525	2011-04-19	14.16	A
USGS	07374525	2011-04-20	14.14	A
USGS	07374525	2011-04-21	14.13	A
USGS	07374525	2011-04-22	14.19	A
USGS	07374525	2011-04-23	14.29	A
USGS	07374525	2011-04-24	14.37	A
USGS	07374525	2011-04-25	14.59	A
USGS	07374525	2011-04-26	14.87	A
USGS	07374525	2011-04-27	15.18	A
USGS	07374525	2011-04-28	14.94	A
USGS	07374525	2011-04-29	15.06	A
USGS	07374525	2011-04-30	15.28	A
USGS	07374525	2011-05-01		
USGS	07374525	2011-05-02		
USGS	07374525	2011-05-03		
USGS	07374525	2011-05-04	16.33	A
USGS	07374525	2011-05-05	16.52	A
USGS	07374525	2011-05-06	16.75	A
USGS	07374525	2011-05-07	17.02	A
USGS	07374525	2011-05-08	17.37	A
USGS	07374525	2011-05-09	17.74	A
USGS	07374525	2011-05-10	17.90	A
USGS	07374525	2011-05-11	17.95	A
USGS	07374525	2011-05-12	17.93	A
USGS	07374525	2011-05-13	17.78	A
USGS	07374525	2011-05-14	17.77	A
USGS	07374525	2011-05-15	17.84	A
USGS	07374525	2011-05-16	17.87	A
USGS	07374525	2011-05-17	17.95	A
USGS	07374525	2011-05-18	18.00	A
USGS	07374525	2011-05-19	18.04	A
USGS	07374525	2011-05-20	18.01	A
USGS	07374525	2011-05-21	17.96	A
USGS	07374525	2011-05-22	17.88	A
USGS	07374525	2011-05-23	17.83	A
USGS	07374525	2011-05-24	17.81	A
USGS	07374525	2011-05-25	17.82	A
USGS	07374525	2011-05-26	17.77	A
USGS	07374525	2011-05-27	17.77	A
USGS	07374525	2011-05-28	17.77	A
USGS	07374525	2011-05-29	17.78	A
USGS	07374525	2011-05-30	17.75	A
USGS	07374525	2011-05-31	17.74	A
USGS	07374525	2011-06-01	17.66	A
USGS	07374525	2011-06-02	17.67	A
USGS	07374525	2011-06-03	17.61	A
USGS	07374525	2011-06-04	17.51	A
USGS	07374525	2011-06-05	17.41	A
USGS	07374525	2011-06-06	17.31	A
USGS	07374525	2011-06-07	17.19	A
USGS	07374525	2011-06-08	17.13	A
USGS	07374525	2011-06-09	17.10	A
USGS	07374525	2011-06-10	17.02	A
USGS	07374525	2011-06-11	16.92	A
USGS	07374525	2011-06-12	16.85	A
USGS	07374525	2011-06-13	16.76	A
USGS	07374525	2011-06-14	16.70	A
USGS	07374525	2011-06-15	16.61	A
USGS	07374525	2011-06-16	16.44	A
USGS	07374525	2011-06-17	16.38	A
USGS	07374525	2011-06-18	16.25	A
USGS	07374525	2011-06-19	16.04	A
USGS	07374525	2011-06-20	15.93	A
USGS	07374525	2011-06-21	15.80	A
USGS	07374525	2011-06-22	15.63	A
USGS	07374525	2011-06-23	15.38	A
USGS	07374525	2011-06-24	15.13	A
USGS	07374525	2011-06-25	14.91	A
USGS	07374525	2011-06-26	14.74	A
USGS	07374525	2011-06-27	14.57	A
USGS	07374525	2011-06-28	14.39	A
USGS	07374525	2011-06-29	14.28	A
USGS	07374525	2011-06-30	14.19	A
USGS	07374525	2011-07-01	14.07	A
USGS	07374525	2011-07-02	13.99	A
USGS	07374525	2011-07-03	13.99	A
USGS	07374525	2011-07-04	14.00	A
USGS	07374525	2011-07-05	14.00	A
USGS	07374525	2011-07-06	14.03	A
USGS	07374525	2011-07-07	14.02	A
USGS	07374525	2011-07-08	14.03	A
USGS	07374525	2011-07-09	14.03	A
USGS	07374525	2011-07-10	14.00	A
USGS	07374525	2011-07-11	13.92	A
USGS	07374525	2011-07-12	13.94	A
USGS	07374525	2011-07-13	13.92	A
USGS	07374525	2011-07-14	13.86	A
USGS	07374525	2011-07-15	13.83	A
USGS	07374525	2011-07-16	13.73	A
USGS	07374525	2011-07-17	13.60	A
USGS	07374525	2011-07-18	13.57	A
USGS	07374525	2011-07-19	13.44	A
USGS	07374525	2011-07-20	13.33	A
USGS	07374525	2011-07-21	13.11	A
USGS	07374525	2011-07-22	12.87	A
USGS	07374525	2011-07-23	12.63	A
USGS	07374525	2011-07-24	12.33	A
USGS	07374525	2011-07-25	11.98	A
USGS	07374525	2011-07-26	11.70	A
USGS	07374525	2011-07-27	11.55	A
USGS	07374525	2011-07-28	11.51	A
USGS	07374525	2011-07-29	11.32	A
USGS	07374525	2011-07-30	11.09	A
USGS	07374525	2011-07-31	10.76	A
USGS	07374525	2011-08-01	10.56	A
USGS	07374525	2011-08-02	10.36	A
USGS	07374525	2011-08-03	10.16	A
USGS	07374525	2011-08-04	10.10	A
USGS	07374525	2011-08-05	10.09	A
USGS	07374525	2011-08-06	10.08	A
USGS	07374525	2011-08-07	9.99	A
USGS	07374525	2011-08-08	10.03	A
USGS	07374525	2011-08-09	9.97	A
USGS	07374525	2011-08-10	9.81	A
USGS	07374525	2011-08-11	9.78	A
USGS	07374525	2011-08-12	9.74	A
USGS	07374525	2011-08-13	9.70	A
USGS	07374525	2011-08-14	9.76	A
USGS	07374525	2011-08-15	9.81	A
USGS	07374525	2011-08-16	9.90	A
USGS	07374525	2011-08-17	9.86	A
USGS	07374525	2011-08-18	9.87	A
USGS	07374525	2011-08-19	9.85	A
USGS	07374525	2011-08-20	9.72	A
USGS	07374525	2011-08-21	9.63	A
USGS	07374525	2011-08-22	9.55	A
USGS	07374525	2011-08-23	9.48	A
USGS	07374525	2011-08-24	9.41	A
USGS	07374525	2011-08-25	9.43	A
USGS	07374525	2011-08-26	9.43	A
USGS	07374525	2011-08-27	9.30	A
USGS	07374525	2011-08-28	9.26	A
USGS	07374525	2011-08-29	9.24	A
USGS	07374525	2011-08-30	9.14	A
USGS	07374525	2011-08-31	9.07	A
USGS	07374525	2011-09-01	9.46	A
USGS	07374525	2011-09-02	9.98	A
USGS	07374525	2011-09-03	10.83	A
USGS	07374525	2011-09-04	10.62	A
USGS	07374525	2011-09-05	10.30	A
USGS	07374525	2011-09-06	9.81	A
USGS	07374525	2011-09-07	9.62	A
USGS	07374525	2011-09-08	9.42	A
USGS	07374525	2011-09-09	9.16	A
USGS	07374525	2011-09-10	8.99	A
USGS	07374525	2011-09-11	8.83	A
USGS	07374525	2011-09-12	8.60	A
USGS	07374525	2011-09-13	8.57	A
USGS	07374525	2011-09-14	8.48	A
USGS	07374525	2011-09-15	8.47	A
USGS	07374525	2011-09-16	8.60	A
USGS	07374525	2011-09-17	8.70	A
USGS	07374525	2011-09-18	8.88	A
USGS	07374525	2011-09-19	8.98	A
USGS	07374525	2011-09-20	9.06	A
USGS	07374525	2011-09-21	9.01	A
USGS	07374525	2011-09-22	9.14	A
USGS	07374525	2011-09-23	9.10	A
USGS	07374525	2011-09-24	9.01	A
USGS	07374525	2011-09-25	8.86	A
USGS	07374525	2011-09-26	8.78	A
USGS	07374525	2011-09-27	8.55	A
USGS	07374525	2011-09-28	8.48	A
USGS	07374525	2011-09-29	8.40	A
USGS	07374525	2011-09-30	8.32	A
USGS	07374525	2011-10-01	8.52	A
USGS	07374525	2011-10-02	8.44	A
USGS	07374525	2011-10-03	8.29	A
USGS	07374525	2011-10-04	8.38	A
USGS	07374525	2011-10-05	8.55	A
USGS	07374525	2011-10-06	8.70	A
USGS	07374525	2011-10-07	8.99	A
USGS	07374525	2011-10-08	9.26	A
USGS	07374525	2011-10-09		
USGS	07374525	2011-10-10		
USGS	07374525	2011-10-11		
USGS	07374525	2011-10-12		
USGS	07374525	2011-10-13		
USGS	07374525	2011-10-14	8.51	A
USGS	07374525	2011-10-15	8.39	A
USGS	07374525	2011-10-16	8.42	A
USGS	07374525	2011-10-17	8.47	A
USGS	07374525	2011-10-18	8.88	A
USGS	07374525	2011-10-19	8.42	A
USGS	07374525	2011-10-20	8.04	A
USGS	07374525	2011-10-21	7.62	A
USGS	07374525	2011-10-22	7.66	A
USGS	07374525	2011-10-23	7.85	A
USGS	07374525	2011-10-24	7.72	A
USGS	07374525	2011-10-25	7.76	A
USGS	07374525	2011-10-26	7.78	A
USGS	07374525	2011-10-27	8.01	A
USGS	07374525	2011-10-28	8.06	A
USGS	07374525	2011-10-29	8.21	A
USGS	07374525	2011-10-30	8.17	A
USGS	07374525	2011-10-31	7.91	A
USGS	07374525	2011-11-01	8.03	A
USGS	07374525	2011-11-02	8.14	A
USGS	07374525	2011-11-03	8.16	A
USGS	07374525	2011-11-04	8.00	A
USGS	07374525	2011-11-05	8.08	A
USGS	07374525	2011-11-06	8.38	A
USGS	07374525	2011-11-07	8.36	A
USGS	07374525	2011-11-08	8.49	A
USGS	07374525	2011-11-09	8.54	A
USGS	07374525	2011-11-10	8.52	A
USGS	07374525	2011-11-11	8.27	A
USGS	07374525	2011-11-12	8.12	A
USGS	07374525	2011-11-13	8.38	A
USGS	07374525	2011-11-14	8.61	A
USGS	07374525	2011-11-15	8.65	A
USGS	07374525	2011-11-16	8.65	A
USGS	07374525	2011-11-17	8.35	A
USGS	07374525	2011-11-18	8.38	A
USGS	07374525	2011-11-19	8.37	A
USGS	07374525	2011-11-20	8.44	A
USGS	07374525	2011-11-21	8.38	A
USGS	07374525	2011-11-22	8.62	A
USGS	07374525	2011-11-23	8.47	A
USGS	07374525	2011-11-24	8.67	A
USGS	07374525	2011-11-25	8.81	A
USGS	07374525	2011-11-26	9.57	A
USGS	07374525	2011-11-27	9.86	A
USGS	07374525	2011-11-28	10.01	A
USGS	07374525	2011-11-29	10.08	A
USGS	07374525	2011-11-30	10.26	A
USGS	07374525	2011-12-01	10.48	A
USGS	07374525	2011-12-02	10.65	A
USGS	07374525	2011-12-03	10.91	A
USGS	07374525	2011-12-04	11.25	A
USGS	07374525	2011-12-05	11.53	A
USGS	07374525	2011-12-06	11.57	A
USGS	07374525	2011-12-07	11.61	A
USGS	07374525	2011-12-08	12.01	A
USGS	07374525	2011-12-09	12.47	A
USGS	07374525	2011-12-10	12.88	A
USGS	07374525	2011-12-11	13.35	A
USGS	07374525	2011-12-12	13.77	A
USGS	07374525	2011-12-13	14.13	A
USGS	07374525	2011-12-14	14.40	A
USGS	07374525	2011-12-15	14.52	A
USGS	07374525	2011-12-16	14.69	A
USGS	07374525	2011-12-17	14.73	A
USGS	07374525	2011-12-18	14.85	A
USGS	07374525	2011-12-19	14.89	A
USGS	07374525	2011-12-20	15.03	A
USGS	07374525	2011-12-21	15.19	A
USGS	07374525	2011-12-22	15.23	A
USGS	07374525	2011-12-23	15.00	A
USGS	07374525	2011-12-24	15.08	A
USGS	07374525	2011-12-25	15.14	A
USGS	07374525	2011-12-26	15.29	A
USGS	07374525	2011-12-27	15.24	A
USGS	07374525	2011-12-28	15.12	A
USGS	07374525	2011-12-29	15.10	A
USGS	07374525	2011-12-30	15.02	A
USGS	07374525	2011-12-31	14.92	A
USGS	07374525	2012-01-01	14.74	A
USGS	07374525	2012-01-02	14.40	A
USGS	07374525	2012-01-03	14.24	A
USGS	07374525	2012-01-04	14.24	A
USGS	07374525	2012-01-05	14.10	A
USGS	07374525	2012-01-06	14.20	A
USGS	07374525	2012-01-07	14.13	A
USGS	07374525	2012-01-08	14.16	A
USGS	07374525	2012-01-09	14.10	A
USGS	07374525	2012-01-10	14.33	A
USGS	07374525	2012-01-11	14.17	A
USGS	07374525	2012-01-12	13.87	A
USGS	07374525	2012-01-13	13.53	A
USGS	07374525	2012-01-14	13.22	A
USGS	07374525	2012-01-15	12.84	A
USGS	07374525	2012-01-16	12.54	A
USGS	07374525	2012-01-17	12.21	A
USGS	07374525	2012-01-18	11.81	A
USGS	07374525	2012-01-19	11.50	A
USGS	07374525	2012-01-20	11.29	A
USGS	07374525	2012-01-21	11.04	A
USGS	07374525	2012-01-22	10.95	A
USGS	07374525	2012-01-23	10.86	A
USGS	07374525	2012-01-24	10.81	A
USGS	07374525	2012-01-25	10.95	A
USGS	07374525	2012-01-26	11.18	A
USGS	07374525	2012-01-27	11.25	A
USGS	07374525	2012-01-28	11.37	A
USGS	07374525	2012-01-29	11.49	A
USGS	07374525	2012-01-30	11.77	A
USGS	07374525	2012-01-31	12.15	A
USGS	07374525	2012-02-01	12.62	A
USGS	07374525	2012-02-02	12.91	A
USGS	07374525	2012-02-03	13.27	A
USGS	07374525	2012-02-04	13.50	A
USGS	07374525	2012-02-05	13.79	A
USGS	07374525	2012-02-06	14.07	A
USGS	07374525	2012-02-07	14.29	A
USGS	07374525	2012-02-08	14.40	A
USGS	07374525	2012-02-09	14.68	A
USGS	07374525	2012-02-10	14.72	A
USGS	07374525	2012-02-11	14.70	A
USGS	07374525	2012-02-12	14.71	A
USGS	07374525	2012-02-13	14.72	A
USGS	07374525	2012-02-14	14.89	A
USGS	07374525	2012-02-15	14.82	A
USGS	07374525	2012-02-16	14.76	A
USGS	07374525	2012-02-17	14.64	A
USGS	07374525	2012-02-18	14.65	A
USGS	07374525	2012-02-19	14.41	A
USGS	07374525	2012-02-20	14.08	A
USGS	07374525	2012-02-21	13.80	A
USGS	07374525	2012-02-22	13.40	A
USGS	07374525	2012-02-23	13.01	A
USGS	07374525	2012-02-24	12.58	A
USGS	07374525	2012-02-25	12.35	A
USGS	07374525	2012-02-26	12.01	A
USGS	07374525	2012-02-27	11.83	A
USGS	07374525	2012-02-28	11.51	A
USGS	07374525	2012-02-29	11.22	A
USGS	07374525	2012-03-01	10.96	A
USGS	07374525	2012-03-02	10.89	A
USGS	07374525	2012-03-03	10.76	A
USGS	07374525	2012-03-04	10.50	A
USGS	07374525	2012-03-05	10.03	A
USGS	07374525	2012-03-06	9.90	A
USGS	07374525	2012-03-07	10.14	A
USGS	07374525	2012-03-08	10.31	A
USGS	07374525	2012-03-09	10.26	A
USGS	07374525	2012-03-10	10.71	A
USGS	07374525	2012-03-11	10.79	A
USGS	07374525	2012-03-12	11.19	A
USGS	07374525	2012-03-13	11.52	A
USGS	07374525	2012-03-14	11.76	A
USGS	07374525	2012-03-15	12.16	A
USGS	07374525	2012-03-16	12.55	A
USGS	07374525	2012-03-17	13.00	A
USGS	07374525	2012-03-18	13.34	A
USGS	07374525	2012-03-19	13.69	A
USGS	07374525	2012-03-20	14.13	A
USGS	07374525	2012-03-21	14.50	A
USGS	07374525	2012-03-22	14.40	A
USGS	07374525	2012-03-23	14.49	A
USGS	07374525	2012-03-24	14.46	A
USGS	07374525	2012-03-25	14.51	A
USGS	07374525	2012-03-26	14.58	A
USGS	07374525	2012-03-27	14.67	A
USGS	07374525	2012-03-28	14.71	A
USGS	07374525	2012-03-29	14.85	A
USGS	07374525	2012-03-30	14.97	A
USGS	07374525	2012-03-31	14.91	A
USGS	07374525	2012-04-01	14.87	A
USGS	07374525	2012-04-02	14.89	A
USGS	07374525	2012-04-03	14.94	A
USGS	07374525	2012-04-04	15.01	A
USGS	07374525	2012-04-05	14.97	A
USGS	07374525	2012-04-06	14.76	A
USGS	07374525	2012-04-07	14.62	A
USGS	07374525	2012-04-08	14.37	A
USGS	07374525	2012-04-09	14.14	A
USGS	07374525	2012-04-10	13.88	A
USGS	07374525	2012-04-11	13.51	A
USGS	07374525	2012-04-12	13.25	A
USGS	07374525	2012-04-13	12.95	A
USGS	07374525	2012-04-14	12.59	A
USGS	07374525	2012-04-15	12.29	A
USGS	07374525	2012-04-16	11.90	A
USGS	07374525	2012-04-17	11.56	A
USGS	07374525	2012-04-18	11.29	A
USGS	07374525	2012-04-19	11.21	A
USGS	07374525	2012-04-20	11.02	A
USGS	07374525	2012-04-21	10.95	A
USGS	07374525	2012-04-22	10.74	A
USGS	07374525	2012-04-23	10.32	A
USGS	07374525	2012-04-24	10.13	A
USGS	07374525	2012-04-25	10.02	A
USGS	07374525	2012-04-26	10.07	A
USGS	07374525	2012-04-27	9.95	A
USGS	07374525	2012-04-28	9.94	A
USGS	07374525	2012-04-29	9.89	A
USGS	07374525	2012-04-30	9.81	A
USGS	07374525	2012-05-01	9.72	A
USGS	07374525	2012-05-02	9.82	A
USGS	07374525	2012-05-03	9.72	A
USGS	07374525	2012-05-04	9.47	A
USGS	07374525	2012-05-05	9.33	A
USGS	07374525	2012-05-06	9.29	A
USGS	07374525	2012-05-07	9.39	A
USGS	07374525	2012-05-08	9.53	A
USGS	07374525	2012-05-09	9.53	A
USGS	07374525	2012-05-10	9.77	A
USGS	07374525	2012-05-11	10.01	A
USGS	07374525	2012-05-12	10.10	A
USGS	07374525	2012-05-13	10.04	A
USGS	07374525	2012-05-14	10.25	A
USGS	07374525	2012-05-15	10.49	A
USGS	07374525	2012-05-16	10.67	A
USGS	07374525	2012-05-17	10.80	A
USGS	07374525	2012-05-18	10.82	A
USGS	07374525	2012-05-19	10.80	A
USGS	07374525	2012-05-20	10.77	A
USGS	07374525	2012-05-21	10.57	A
USGS	07374525	2012-05-22	10.44	A
USGS	07374525	2012-05-23	10.38	A
USGS	07374525	2012-05-24	10.34	A
USGS	07374525	2012-05-25	10.07	A
USGS	07374525	2012-05-26	9.78	A
USGS	07374525	2012-05-27	9.63	A
USGS	07374525	2012-05-28	9.44	A
USGS	07374525	2012-05-29	9.17	A
USGS	07374525	2012-05-30	8.90	A
USGS	07374525	2012-05-31	8.83	A
USGS	07374525	2012-06-01	8.70	A
USGS	07374525	2012-06-02	8.62	A
USGS	07374525	2012-06-03	8.49	A
USGS	07374525	2012-06-04	8.35	A
USGS	07374525	2012-06-05	8.37	A
USGS	07374525	2012-06-06	8.20	A
USGS	07374525	2012-06-07	8.17	A
USGS	07374525	2012-06-08	8.22	A
USGS	07374525	2012-06-09	8.40	A
USGS	07374525	2012-06-10	8.42	A
USGS	07374525	2012-06-11	8.10	A
USGS	07374525	2012-06-12	7.98	A
USGS	07374525	2012-06-13	8.05	A
USGS	07374525	2012-06-14	8.07	A
USGS	07374525	2012-06-15	8.36	A
USGS	07374525	2012-06-16	8.81	A
USGS	07374525	2012-06-17	8.75	A
USGS	07374525	2012-06-18	8.76	A
USGS	07374525	2012-06-19	8.67	A
